Applicant Id,Applicant Name,CGPA,GRE,TOEFL,IELTS,Research,Degree_ID,Universities Applied,CID
10003016,Rennie,9.36,330,116,6.5,1,DL3,5,CU51
10003017,Rheda,9.26,322,112,9,1,DL1,4,CU43
10003018,Ronda,9.13,321,109,8,1,DL3,4,CU49
10003019,Rosine,8.97,324,110,8,1,DL2,4,CU37
10003020,Sallye,8.42,312,104,8,0,DL1,3,CU10
10003021,Samantha,8.75,313,103,7,0,DL1,3,CU11
10003022,Sarita,8.56,316,110,7.5,0,DL1,3,CU58
10003023,Savina,8.79,324,113,7.5,0,DL2,4,CU32
10003024,Shelby,8.45,308,109,8,0,DL2,2,CU38
10003025,Sigrid,8.23,305,105,9,0,DL1,2,CU92
10003026,Sofie,8.03,296,99,7.5,0,DL2,2,CU83
10003027,Steffie,8.45,306,110,8,0,DL2,2,CU2
10003028,Susannah,8.53,312,110,8.5,0,DL1,2,CU39
10003029,Tassie,8.67,318,112,6.5,0,DL2,3,CU60
10003030,Tess,9.01,324,111,9,1,DL1,4,CU97
10003031,Texie,8.65,313,104,9,0,DL3,3,CU39
10003032,Thomasena,8.33,319,106,6.5,1,DL2,3,CU23
10003033,Tomiko,8.27,312,107,8.5,0,DL1,2,CU93
10003034,Toyoko,8.07,304,100,9,0,DL3,2,CU48
10003035,Travis,9.31,330,113,6,1,DL1,5,CU86
10003036,Twilla,9.23,326,111,8.5,1,DL1,5,CU4
10003037,Unice,9.17,325,112,6.5,1,DL2,4,CU20
10003038,Unknown,9.19,329,114,9,1,DL2,5,CU29
10003039,Vanetta,8.37,310,104,9,0,DL3,3,CU16
10003040,Velmer,7.89,299,100,9,0,DL3,1,CU18
10003041,Venera,7.68,296,101,6,0,DL3,1,CU4
10003042,Venna,8.15,317,103,8,0,DL3,2,CU24
10003043,Verdelle,8.76,324,115,7,1,DL2,3,CU93
10003044,Verlean,9.04,325,114,6.5,1,DL3,3,CU94
10003045,Vern,8.56,314,107,9,0,DL2,2,CU26
10003046,Virtie,9.02,328,110,6.5,1,DL3,4,CU17
10003047,Wandalee,8.73,316,105,8.5,0,DL1,3,CU24
10003048,Weltha,8.48,311,104,6,0,DL2,2,CU24
10003049,Wilberta,8.87,324,110,8.5,1,DL3,3,CU57
10003050,Willamae,8.83,321,111,9,1,DL2,3,CU91
10003051,Zenith,8.57,320,104,8,1,DL3,3,CU8
10003052,Adelyn,9,316,99,7.5,0,DL1,2,CU51
10003053,Aldena,8.54,318,100,7,1,DL1,2,CU77
10003054,Aldonia,9.68,335,115,9,1,DL2,4,CU88
10003055,Alexander,9.12,321,114,7,0,DL1,4,CU21
10003056,Alleyne,8.37,307,110,6.5,0,DL1,4,CU10
10003057,Alliene,8.56,309,99,8.5,0,DL1,3,CU23
10003058,Almarie,8.64,324,100,8,1,DL3,3,CU82
10003059,Alphia,8.76,326,102,6.5,1,DL3,4,CU55
10003060,Altamese,9.34,331,119,6,1,DL3,4,CU66
10003061,Amelie,9.13,327,108,8.5,1,DL3,5,CU2
10003062,Anabelle,8.09,312,104,6.5,0,DL3,3,CU1
10003063,Anneliese,8.36,308,103,7.5,1,DL2,2,CU49
10003064,Antonietta,8.79,324,111,7.5,1,DL3,3,CU89
10003065,Arabella,8.76,325,110,7.5,1,DL1,2,CU73
10003066,Areatha,8.68,313,102,6.5,0,DL2,3,CU42
10003067,Arleene,8.45,312,105,6,0,DL1,2,CU95
10003068,Armeda,8.17,314,107,6,1,DL3,3,CU51
10003069,Artemis,9.14,327,113,7,0,DL2,4,CU16
10003070,Aslee,8.34,308,108,7.5,0,DL1,4,CU33
10003071,Aster,8.22,306,105,7,1,DL2,2,CU19
10003072,Avice,7.86,299,96,9,0,DL1,2,CU17
10003073,Avon,7.64,294,95,9,0,DL3,1,CU92
10003074,Azilee,8.01,312,99,9,1,DL2,1,CU24
10003075,Benetta,7.95,315,100,7.5,0,DL3,1,CU90
10003076,Berneta,8.96,322,110,6.5,1,DL1,3,CU59
10003077,Berry,9.45,329,113,8,1,DL2,5,CU63
10003078,Betti,8.62,320,101,9,0,DL1,2,CU97
10003079,Bettyjean,8.49,308,103,7,0,DL2,2,CU70
10003080,Blondina,8.73,304,102,6.5,0,DL1,2,CU5
10003081,Bronnie,8.64,311,102,7.5,1,DL3,3,CU20
10003082,Brookie,9.11,317,110,6.5,1,DL1,3,CU4
10003083,Bunia,8.79,312,106,8.5,1,DL1,3,CU69
10003084,Burnette,8.9,321,111,9,1,DL1,3,CU8
10003085,Byrdie,9.66,340,112,8,1,DL1,4,CU20
10003086,Calla,9.26,331,116,9,1,DL1,5,CU71
10003087,Cammie,9.19,336,118,7,1,DL1,5,CU38
10003088,Carmilla,9.08,324,114,8.5,1,DL3,5,CU67
10003089,Carmon,9.02,314,104,7,0,DL3,4,CU90
10003090,Casimira,9,313,109,7,0,DL2,3,CU38
10003091,Cathryne,7.65,307,105,8,0,DL3,2,CU78
10003092,China,7.87,300,102,8,0,DL2,2,CU7
10003093,Christiana,7.97,302,99,8.5,0,DL2,2,CU17
10003094,Christie,8.18,312,98,7,1,DL1,1,CU70
10003095,Claudina,8.32,316,101,9,1,DL1,2,CU62
10003096,Clayton,8.57,317,100,6,0,DL3,2,CU59
10003097,Clea,8.67,310,107,8.5,0,DL2,3,CU44
10003098,Cleon,9.11,320,120,6.5,0,DL3,3,CU77
10003099,Cleota,9.24,330,114,8.5,1,DL2,3,CU20
10003100,Cletis,8.65,305,112,7.5,0,DL3,3,CU73
10003101,Clytie,8,309,106,7.5,0,DL3,2,CU32
10003102,Coretha,8.76,319,108,7,0,DL1,2,CU58
10003103,Correne,8.45,322,105,7.5,1,DL1,2,CU35
10003104,Coy,8.55,323,107,9,1,DL1,3,CU75
10003105,Darcus,8.43,313,106,8,0,DL3,2,CU3
10003106,Dellamae,8.8,321,109,6,1,DL3,3,CU57
10003107,Delorise,9.1,323,110,8.5,1,DL3,3,CU36
10003108,Dennie,9,325,112,8,1,DL2,4,CU40
10003109,Deola,8.53,312,108,7.5,0,DL1,3,CU56
10003110,Dicy,8.6,308,110,6.5,0,DL3,4,CU21
10003111,Dorothee,8.74,320,104,7.5,1,DL1,3,CU20
10003112,Dorthie,9.18,328,108,8.5,1,DL2,4,CU47
10003113,Doshia,9,311,107,9,1,DL1,4,CU80
10003114,Dossie,8.04,301,100,7,0,DL2,3,CU15
10003115,Earle,8.13,305,105,8,0,DL1,2,CU4
10003116,Ebbie,8.07,308,104,6.5,0,DL1,2,CU13
10003117,Elane,7.86,298,101,6.5,0,DL3,2,CU42
10003118,Electra,8.01,300,99,9,0,DL1,1,CU7
10003119,Elese,8.8,324,111,6,1,DL2,3,CU84
10003120,Elmire,8.69,327,113,6.5,1,DL2,4,CU96
10003121,Eloda,8.5,317,106,8,1,DL3,3,CU64
10003122,Elvida,8.44,323,104,6,1,DL1,3,CU62
10003123,Elvin,8.27,314,107,9,0,DL1,2,CU69
10003124,Enes,8.18,305,102,8,0,DL1,2,CU71
10003125,Ersie,8.33,315,104,9,0,DL3,3,CU23
10003126,Ethelda,9.14,326,116,6.5,1,DL2,3,CU64
10003127,Eulala,8.02,299,100,7.5,0,DL3,3,CU38
10003128,Eupha,7.86,295,101,8.5,0,DL2,2,CU84
10003129,Fanchon,8.77,324,112,7.5,1,DL3,4,CU85
10003130,Felecia,7.89,297,96,7.5,0,DL1,2,CU46
10003131,Felicidad,8.66,327,113,6,1,DL2,3,CU49
10003132,Fernanda,8.12,311,105,8.5,1,DL3,2,CU38
10003133,Flordia,8.21,308,106,6,1,DL3,3,CU10
10003134,Florella,8.54,319,108,7.5,1,DL2,3,CU23
10003135,Fontella,8.65,312,107,8,1,DL3,4,CU6
10003136,Forrest,9.11,325,111,6,1,DL2,4,CU62
10003137,Fortunata,8.79,319,110,8,0,DL2,3,CU74
10003138,Fusako,9.47,332,118,6.5,1,DL3,5,CU51
10003139,Geneieve,8.74,323,108,9,1,DL3,5,CU48
10003140,Genette,8.66,324,107,6.5,1,DL2,5,CU29
10003141,Geneveive,8.46,312,107,8.5,1,DL2,3,CU88
10003142,Genora,8.76,326,110,9,1,DL2,3,CU70
10003143,Georganna,8.24,308,106,6.5,0,DL3,3,CU36
10003144,Gilberte,8.13,305,103,6,0,DL2,2,CU9
10003145,Ginny,7.34,295,96,9,0,DL3,2,CU55
10003146,Girtie,7.43,316,98,7,0,DL3,1,CU60
10003147,Glenys,7.64,304,97,7.5,0,DL1,2,CU83
10003148,Glynda,7.34,299,94,7,0,DL3,1,CU29
10003149,Glynn,7.25,302,99,6.5,0,DL3,1,CU21
10003150,Gretel,8.04,313,101,6.5,0,DL1,3,CU45
10003151,Grethel,8.27,318,107,9,1,DL1,3,CU35
10003152,Gurtha,8.67,325,110,9,1,DL1,4,CU81
10003153,Harrietta,8.06,303,100,8.5,1,DL1,2,CU33
10003154,Hatsuko,8.17,300,102,8,0,DL2,3,CU26
10003155,Helma,7.67,297,98,8,0,DL3,2,CU29
10003156,Hinda,8.12,317,106,7,0,DL3,2,CU7
10003157,Hyacinth,8.77,327,109,9,1,DL3,3,CU28
10003158,Iline,7.89,301,104,8,1,DL2,2,CU71
10003159,Inas,7.64,314,105,8.5,0,DL3,2,CU1
10003160,Ivah,8.44,321,107,8.5,0,DL3,2,CU17
10003161,Ivalene,8.64,322,110,6.5,1,DL3,3,CU56
10003162,Janina,9.54,334,116,7,1,DL2,4,CU60
10003163,Jeanine,9.23,338,115,7,1,DL2,5,CU9
10003164,Jene,8.36,306,103,6,0,DL3,2,CU14
10003165,Jenetta,8.9,313,102,9,1,DL1,3,CU91
10003166,Jerene,9.17,330,114,6,1,DL2,4,CU63
10003167,Jerrine,8.34,320,104,7.5,1,DL2,3,CU60
10003168,Joellen,7.46,311,98,7,0,DL3,1,CU49
10003169,Joycie,7.88,298,92,7,0,DL1,1,CU4
10003170,Julietta,8.03,301,98,9,1,DL1,1,CU63
10003171,Junia,8.24,310,103,7,0,DL3,2,CU15
10003172,Karin,9.22,324,110,8.5,1,DL3,3,CU24
10003173,Kathyleen,9.62,336,119,7.5,1,DL1,4,CU30
10003174,Keith,8.54,321,109,6,1,DL3,3,CU25
10003175,Kelly,7.65,315,105,6,0,DL3,2,CU64
10003176,Lalla,7.66,304,101,6,0,DL1,2,CU65
10003177,Lanore,7.43,297,96,6.5,0,DL2,2,CU60
10003178,Laraine,7.56,290,100,8,0,DL1,1,CU12
10003179,Lattie,7.65,303,98,8.5,0,DL2,1,CU94
10003180,Leigh,8.43,311,99,8.5,1,DL3,1,CU16
10003181,Leonila,8.84,322,104,8,1,DL1,3,CU26
10003182,Leotta,8.67,319,105,8,1,DL3,3,CU50
10003183,Lether,9.15,324,110,6,1,DL1,4,CU34
10003184,Loney,8.26,300,100,8.5,0,DL2,3,CU79
10003185,Lonia,9.74,340,113,6.5,1,DL3,4,CU13
10003186,Louellen,9.82,335,117,7,1,DL1,5,CU88
10003187,Louvinia,7.96,302,101,8,0,DL1,2,CU72
10003188,Lowell,8.1,307,105,8.5,0,DL3,2,CU74
10003189,Luba,7.8,296,97,7.5,0,DL1,2,CU15
10003190,Luciana,8.44,320,108,9,1,DL2,3,CU8
10003191,Luciel,8.24,314,102,6.5,0,DL1,2,CU44
10003192,Lugene,8.65,318,106,7.5,0,DL3,3,CU34
10003193,Luis,9.12,326,112,6.5,1,DL3,4,CU73
10003194,Mada,8.76,317,104,6.5,0,DL1,2,CU87
10003195,Madelin,9.23,329,111,8,1,DL2,4,CU90
10003196,Madelyne,9.04,324,110,8.5,1,DL1,3,CU61
10003197,Malissia,9.11,325,107,6.5,1,DL1,3,CU57
10003198,Malissie,9.45,330,116,9,1,DL3,4,CU17
10003199,Mamye,8.78,312,103,7,0,DL1,3,CU18
10003200,Margerie,9.66,333,117,6,1,DL3,4,CU57
10003201,Marijo,9.65,337,118,8,1,DL1,4,CU96
10003202,Marilynne,8.87,324,107,6,1,DL2,4,CU24
10003203,Mario,8,316,104,8,1,DL3,3,CU51
10003204,Marjarie,8.67,322,110,6.5,1,DL2,3,CU36
10003205,Marvell,8.21,314,103,8,0,DL1,2,CU89
10003206,Marylene,9.34,330,115,6,1,DL2,5,CU46
10003207,Marylynn,8.2,321,109,6,1,DL1,3,CU83
10003208,Matsuko,7.9,308,101,8.5,0,DL3,2,CU69
10003209,Maudean,8,302,102,6,0,DL3,1,CU92
10003210,Maudry,8.6,323,108,8,0,DL1,3,CU34
10003211,Mayetta,8.4,325,106,6,1,DL3,3,CU48
10003212,Mazel,9,327,111,9,1,DL2,4,CU51
10003213,Mazola,9.1,328,112,9,1,DL2,4,CU3
10003214,Mieko,8,307,109,8,1,DL2,3,CU82
10003215,Modene,8.2,311,104,9,1,DL3,3,CU57
10003216,Monta,8.3,314,105,7,0,DL3,3,CU94
10003217,Morris,8.7,317,107,8,0,DL2,3,CU70
10003218,Murle,8,319,106,9,1,DL2,3,CU42
10003219,Myna,8.8,318,110,8,0,DL1,3,CU23
10003220,Myrlene,8.5,303,102,7,0,DL1,3,CU77
10003221,Nalda,7.9,312,107,8.5,1,DL2,3,CU53
10003222,Nathaniel,8.4,325,114,6,0,DL1,4,CU57
10003223,Nattie,9.5,328,116,6.5,1,DL3,5,CU52
10003224,Nicky,9.7,334,119,7.5,1,DL1,5,CU84
10003225,Nida,9.8,336,119,6.5,1,DL3,5,CU7
10003226,Noretta,9.6,340,120,8.5,1,DL3,5,CU59
10003227,Normagene,8.8,322,109,7.5,0,DL3,5,CU2
10003228,Norrine,7.5,298,98,9,1,DL2,2,CU15
10003229,Norris,7.2,295,93,7.5,0,DL2,1,CU89
10003230,Novice,7.3,310,99,6,0,DL1,2,CU92
10003231,Novie,8.1,300,97,9,1,DL3,2,CU30
10003232,Odesser,8.3,327,103,9,1,DL2,3,CU80
10003233,Opha,9.4,338,118,8.5,1,DL1,4,CU51
10003234,Orie,9.6,340,114,8.5,1,DL3,5,CU52
10003235,Orlanda,9.8,331,112,7,1,DL3,5,CU65
10003236,Prince,9.2,320,110,8.5,1,DL2,5,CU62
10003237,Reina,8.4,299,106,7,0,DL1,2,CU81
10003238,Renata,7.8,300,105,7.5,0,DL2,1,CU47
10003239,Rether,7.5,304,105,7.5,0,DL3,1,CU51
10003240,Reynalda,7.7,307,108,7.5,0,DL2,2,CU23
10003241,Rolande,8,308,110,6,1,DL2,3,CU83
10003242,Romola,8.2,316,105,6.5,1,DL1,2,CU49
10003243,Rosezella,8.5,313,107,7.5,1,DL3,2,CU55
10003244,Rowene,9.1,332,117,6,0,DL1,4,CU83
10003245,Roxy,9.4,326,113,8.5,1,DL2,5,CU16
10003246,Rozanne,9.1,322,110,7,1,DL2,5,CU94
10003247,Rozell,9.3,329,114,8,1,DL1,5,CU23
10003248,Rozetta,9.7,339,119,7,0,DL3,5,CU7
10003249,Rudolph,8.85,321,110,8,1,DL3,3,CU43
10003250,Ruie,8.4,327,111,7,1,DL2,4,CU82
10003251,Runell,8.3,313,98,7.5,1,DL1,3,CU86
10003252,Sarrah,7.9,312,100,6.5,1,DL2,2,CU38
10003253,Saundra,8,334,116,8,1,DL3,4,CU49
10003254,Savilla,8.1,324,112,8,1,DL2,4,CU17
10003255,Scottie,8,322,110,7,0,DL1,3,CU40
10003256,Sherley,7.7,320,103,9,0,DL1,3,CU6
10003257,Sheryl,7.4,316,102,6.5,0,DL1,3,CU79
10003258,Stacia,7.6,298,99,6.5,0,DL1,2,CU74
10003259,Sulema,6.8,300,99,9,1,DL2,1,CU22
10003260,Sunny,8.3,311,104,8,0,DL3,2,CU69
10003261,Ted,8.1,309,100,7,0,DL3,2,CU48
10003262,Teressa,8.2,307,101,8.5,0,DL2,3,CU41
10003263,Thersa,8.2,304,105,6,1,DL1,2,CU63
10003264,Thetis,8.5,315,107,6.5,1,DL2,2,CU6
10003265,Toshie,8.7,325,111,9,0,DL3,3,CU21
10003266,Troy,8.92,325,112,9,0,DL2,4,CU3
10003267,Tsuyako,9.02,327,114,6,0,DL3,3,CU79
10003268,Ura,8.64,316,107,7,1,DL1,2,CU73
10003269,Vadie,9.22,318,109,7.5,1,DL1,3,CU52
10003270,Valjean,9.16,328,115,9,1,DL3,4,CU42
10003271,Valree,9.64,332,118,9,1,DL2,5,CU32
10003272,Venida,9.76,336,112,8.5,1,DL3,5,CU95
10003273,Venora,9.45,321,111,6.5,1,DL1,5,CU13
10003274,Vergia,9.04,314,108,8,1,DL2,4,CU20
10003275,Verl,8.9,314,106,7,0,DL1,3,CU47
10003276,Villa,8.56,329,114,9,1,DL3,2,CU23
10003277,Virgin,8.72,327,112,8,1,DL3,3,CU47
10003278,Vondell,8.22,301,99,6.5,0,DL1,2,CU20
10003279,Walterine,7.54,296,95,7.5,1,DL2,2,CU82
10003280,Waver,7.36,294,93,6.5,0,DL1,1,CU62
10003281,Winfred,8.02,312,105,7,1,DL1,3,CU39
10003282,Yoshiye,9.5,340,120,7.5,1,DL3,4,CU71
10003283,Yvonna,9.22,320,110,7.5,1,DL2,5,CU46
10003284,Agripina,9.36,322,115,9,1,DL2,5,CU15
10003285,Al,9.45,340,115,9,1,DL3,5,CU15
10003286,Ala,8.66,319,103,7,0,DL3,4,CU12
10003287,Albertia,8.42,315,106,6,0,DL1,3,CU48
10003288,Alcie,8.28,317,107,7,0,DL1,2,CU12
10003289,Aldina,8.14,314,108,6.5,0,DL3,3,CU95
10003290,Almyra,8.76,316,109,6,1,DL1,4,CU56
10003291,Ama,7.92,318,106,6.5,1,DL2,2,CU80
10003292,Angelo,7.66,299,97,8.5,0,DL2,3,CU7
10003293,Annita,8.03,298,98,7.5,0,DL2,2,CU25
10003294,Antha,7.88,301,97,6.5,1,DL2,2,CU9
10003295,Arden,7.66,303,99,6,0,DL2,3,CU79
10003296,Armenta,7.84,304,100,9,0,DL2,4,CU53
10003297,Armentha,8,306,100,8,0,DL2,2,CU70
10003298,Arneta,8.96,331,120,9,1,DL3,3,CU73
10003299,Aspasia,9.24,332,119,7.5,1,DL2,4,CU58
10003300,Audelia,8.88,323,113,7,1,DL2,3,CU50
10003301,Audrea,8.46,322,107,7,1,DL2,3,CU6
10003302,Aurore,8.12,312,105,8.5,0,DL2,2,CU18
10003303,Austine,8.25,314,106,6.5,0,DL1,2,CU60
10003304,Basilia,8.47,317,104,6.5,0,DL3,2,CU9
10003305,Beauty,9.05,326,112,6.5,1,DL1,3,CU17
10003306,Beda,8.78,316,110,8.5,1,DL3,3,CU85
10003307,Bee,9.18,329,111,8.5,1,DL1,4,CU75
10003308,Berline,9.46,338,117,6,1,DL2,4,CU70
10003309,Berma,9.38,331,116,8.5,1,DL2,5,CU63
10003310,Bethene,8.64,304,103,9,0,DL1,5,CU77
10003311,Beuna,8.48,305,108,7,0,DL1,5,CU10
10003312,Biddie,8.68,321,109,9,1,DL1,4,CU43
10003313,Blasa,8.34,301,107,6,1,DL1,3,CU36
10003314,Boneta,8.56,320,110,6,0,DL3,2,CU23
10003315,Boots,8.45,311,105,7,1,DL1,3,CU35
10003316,Boyd,9.04,310,106,8.5,1,DL3,4,CU83
10003317,Burnett,8.62,299,102,8.5,0,DL1,3,CU33
10003318,Calista,7.46,290,104,6,0,DL3,4,CU43
10003319,Carie,7.28,296,99,7.5,0,DL1,2,CU46
10003320,Carlee,8.84,327,104,6,1,DL3,5,CU76
10003321,Carmine,9.56,335,117,7.5,1,DL3,5,CU65
10003322,Carolynn,9.48,334,119,8,1,DL1,5,CU96
10003323,Carter,8.36,310,106,7,0,DL3,4,CU23
10003324,Cassandra,8.22,308,108,8.5,0,DL2,3,CU51
10003325,Celie,8.47,301,106,9,0,DL3,4,CU58
10003326,Charmian,8.66,300,100,8.5,1,DL3,3,CU71
10003327,Christean,9.32,323,113,6,1,DL3,3,CU1
10003328,Christell,8.71,319,112,8.5,1,DL3,3,CU49
10003329,Christy,9.1,326,112,9,1,DL1,3,CU43
10003330,Cipriana,9.35,333,118,9,1,DL1,5,CU16
10003331,Clarece,9.76,339,114,9,1,DL1,5,CU92
10003332,Clay,8.65,303,105,8.5,0,DL1,5,CU65
10003333,Clemence,8.56,309,105,6,0,DL1,5,CU70
10003334,Cleotha,8.78,323,112,6,0,DL3,5,CU65
10003335,Clifton,9.28,333,113,6.5,1,DL3,5,CU60
10003336,Cloma,8.77,314,109,7,1,DL3,4,CU70
10003337,Clothilde,8.45,312,103,8.5,0,DL1,3,CU50
10003338,Clydia,8.16,316,100,6,1,DL3,2,CU20
10003339,Coila,9.08,326,116,7,1,DL3,2,CU82
10003340,Cola,9.12,318,109,6,0,DL2,1,CU10
10003341,Colleene,9.15,329,110,7.5,1,DL1,2,CU8
10003342,Cornell,9.36,332,118,8,1,DL3,2,CU86
10003343,Cuma,9.44,331,115,6,1,DL2,5,CU60
10003344,Danna,9.92,340,120,8.5,1,DL2,4,CU75
10003345,Darnella,8.96,325,112,8.5,1,DL2,2,CU46
10003346,Delbert,8.64,320,113,6,1,DL1,2,CU20
10003347,Deolinda,8.48,315,105,6,0,DL1,3,CU34
10003348,Derotha,9.11,326,114,6,1,DL3,3,CU12
10003349,Doll,9.8,339,116,7.5,1,DL1,4,CU54
10003350,Doloras,8.26,311,106,6,1,DL1,2,CU3
10003351,Domitila,9.43,334,114,8,1,DL1,4,CU44
10003352,Donaldeen,9.28,332,116,9,1,DL1,5,CU23
10003353,Donia,9.06,321,112,8,1,DL2,5,CU49
10003354,Doralee,8.75,324,105,8.5,0,DL2,3,CU88
10003355,Doreene,8.89,326,108,6,0,DL3,3,CU89
10003356,Dorinda,8.69,312,109,7,0,DL2,3,CU51
10003357,Dorraine,8.34,315,105,8.5,0,DL1,3,CU84
10003358,Dosha,8.26,309,104,8,0,DL1,2,CU47
10003359,Dotsie,8.14,306,106,8.5,0,DL1,2,CU91
10003360,Druscilla,7.9,297,100,6.5,0,DL1,1,CU61
10003361,Eather,7.86,315,103,6.5,0,DL3,1,CU43
10003362,Echo,7.46,298,99,7,0,DL1,1,CU52
10003363,Ednamae,8.5,318,109,6,0,DL1,3,CU30
10003364,Eldean,8.56,317,105,9,0,DL1,3,CU96
10003365,Eldena,9.01,329,111,8,1,DL1,4,CU6
10003366,Elfida,8.97,322,110,7.5,0,DL1,5,CU32
10003367,Elgin,8.33,302,102,8.5,0,DL1,3,CU85
10003368,Ellinor,8.27,313,102,7,0,DL1,3,CU33
10003369,Elloise,7.8,293,97,7,1,DL1,2,CU54
10003370,Elodie,7.98,311,99,6,0,DL2,2,CU61
10003371,Encarnacion,8.04,312,101,7.5,1,DL1,2,CU34
10003372,Enda,9.07,334,117,6.5,1,DL3,5,CU93
10003373,Enna,9.13,322,110,8,1,DL1,4,CU54
10003374,Erdine,9.23,323,113,6.5,1,DL2,4,CU34
10003375,Ernestyne,8.97,321,111,9,1,DL3,4,CU95
10003376,Ervin,8.87,320,111,8.5,1,DL2,4,CU41
10003377,Esmeralda,9.16,329,119,7.5,1,DL1,4,CU85
10003378,Estalene,9.04,319,110,8,0,DL3,3,CU51
10003379,Eudelia,8.12,309,108,6.5,0,DL2,3,CU4
10003380,Eudell,8.27,307,102,7,0,DL3,3,CU68
10003381,Eular,8.16,300,104,6.5,0,DL1,3,CU57
10003382,Euphemia,8.42,305,107,8,0,DL1,2,CU11
10003383,Euretha,7.88,299,100,8.5,0,DL3,2,CU4
10003384,Eutha,8.8,314,110,7.5,0,DL1,3,CU19
10003385,Evadean,8.32,316,106,7,0,DL2,2,CU25
10003386,Evalyne,9.11,327,113,9,1,DL1,4,CU35
10003387,Evelean,8.68,317,107,6,1,DL3,3,CU88
10003388,Evella,9.44,335,118,6.5,1,DL3,5,CU96
10003389,Evola,9.36,331,115,6.5,1,DL1,5,CU89
10003390,Fannye,9.08,324,112,8,1,DL2,5,CU11
10003391,Foye,9.16,324,111,7.5,1,DL2,5,CU27
10003392,Fredericka,8.98,323,110,6,1,DL3,5,CU87
10003393,Garland,8.94,322,114,7.5,1,DL3,5,CU7
10003394,Genetta,9.53,336,118,7,1,DL1,5,CU61
10003395,Georgean,8.76,316,109,9,0,DL3,3,CU70
10003396,Gladyes,8.52,307,107,7.5,1,DL1,2,CU61
10003397,Glenis,8.26,306,105,8.5,0,DL2,2,CU80
10003398,Gudrun,8.33,310,106,7,0,DL2,2,CU57
10003399,Guillermina,8.43,311,104,7,0,DL3,3,CU80
10003400,Gwenn,8.69,313,107,7.5,0,DL3,3,CU67
10003401,Harumi,8.54,317,103,8,1,DL2,3,CU86
10003402,Hatsue,8.46,315,110,6.5,1,DL3,2,CU82
10003403,Henri,9.91,340,120,6.5,1,DL2,5,CU28
10003404,Hermie,9.87,334,120,9,1,DL2,5,CU54
10003405,Herta,8.54,298,105,7.5,0,DL1,3,CU31
10003406,Hetty,7.65,295,99,8.5,0,DL3,2,CU45
10003407,Idabell,7.89,315,99,8,0,DL1,2,CU68
10003408,Idonia,8.02,310,102,8,1,DL1,3,CU47
10003409,Isa,8.16,305,106,7.5,0,DL3,2,CU31
10003410,Jacinta,8.12,301,104,6.5,1,DL3,3,CU41
10003411,Jacquelene,9.06,325,108,7.5,1,DL1,4,CU16
10003412,Janiece,9.14,328,110,7,1,DL1,4,CU5
10003413,Janith,9.66,338,120,8.5,1,DL2,4,CU32
10003414,Jearline,9.78,333,119,7,1,DL2,5,CU94
10003415,Jenelle,9.42,331,117,7,1,DL2,4,CU90
10003416,Jeneva,9.36,330,116,8.5,1,DL2,5,CU93
10003417,Jennett,9.26,322,112,6.5,1,DL2,4,CU41
10003418,Jerelean,9.13,321,109,7.5,1,DL2,4,CU72
10003419,Jessamine,8.97,324,110,6,1,DL3,4,CU27
10003420,Jetty,8.42,312,104,6,0,DL1,3,CU28
10003421,Joesphine,8.75,313,103,8.5,0,DL3,3,CU68
10003422,Joice,8.56,316,110,8,0,DL2,3,CU97
10003423,Jorene,8.79,324,113,6.5,0,DL3,4,CU68
10003424,Karma,8.45,308,109,6.5,0,DL2,2,CU93
10003425,Karol,8.23,305,105,8.5,0,DL3,2,CU32
10003426,Kathleene,8.03,296,99,8.5,0,DL2,2,CU24
10003427,La,8.45,306,110,7,0,DL3,2,CU65
10003428,Lafaye,8.53,312,110,8,0,DL1,2,CU25
10003429,Lafern,8.67,318,112,7,0,DL2,3,CU60
10003430,Larae,9.01,324,111,7.5,1,DL1,4,CU23
10003431,Laurina,8.65,313,104,6,0,DL3,3,CU46
10003432,Lavella,8.33,319,106,9,1,DL3,3,CU63
10003433,Lear,8.27,312,107,6.5,0,DL1,2,CU64
10003434,Lema,8.07,304,100,6,0,DL2,2,CU7
10003435,Lenor,9.31,330,113,9,1,DL3,5,CU36
10003436,Leotha,9.23,326,111,7,1,DL3,5,CU38
10003437,Levenia,9.17,325,112,6.5,1,DL2,4,CU6
10003438,Levon,9.19,329,114,8,1,DL1,5,CU6
10003439,Lodie,8.37,310,104,6.5,0,DL2,3,CU8
10003440,Loeta,7.89,299,100,6.5,0,DL2,1,CU19
10003441,Lorrene,7.68,296,101,6,0,DL1,1,CU23
10003442,Louretta,8.15,317,103,8,0,DL3,2,CU49
10003443,Lousie,8.76,324,115,6,1,DL2,3,CU62
10003444,Luanne,9.04,325,114,7.5,1,DL2,3,CU30
10003445,Lucetta,8.56,314,107,8,0,DL1,2,CU12
10003446,Lucill,9.02,328,110,8.5,1,DL3,4,CU3
10003447,Lucrezia,8.73,316,105,8.5,0,DL1,3,CU11
10003448,Ludell,8.48,311,104,6,0,DL2,2,CU55
10003449,Luise,8.87,324,110,8,1,DL2,3,CU71
10003450,Luree,8.83,321,111,7,1,DL3,3,CU49
10003451,Luretta,8.57,320,104,6,1,DL3,3,CU54
10003452,Luticia,9,316,99,6.5,0,DL2,2,CU80
10003453,Luvina,8.54,318,100,6.5,1,DL3,2,CU15
10003454,Macil,9.68,335,115,9,1,DL2,4,CU32
